location,total_sqft,BHK,bath,price
Koramangala,1290.0,2,2.0,100.0
Koramangala,1300.0,2,2.0,110.0
Koramangala,1325.0,2,2.0,119.0
Koramangala,1140.0,2,2.0,75.2
Koramangala,1260.0,2,2.0,100.0
Koramangala,1975.0,3,3.0,210.0
Koramangala,1900.0,2,2.0,200.0
Koramangala,2292.0,3,3.0,286.0
Koramangala,2300.0,3,3.0,290.0
Koramangala,2503.0,4,6.0,325.0
Koramangala,1320.0,2,2.0,150.0
Koramangala,1320.0,2,2.0,110.0
Koramangala,5985.0,4,4.0,775.0
Koramangala,2461.0,4,6.0,353.0
Koramangala,2246.0,3,3.0,300.0
Koramangala,1083.0,2,2.0,100.0
Koramangala,1744.0,3,3.0,200.0
Koramangala,1180.0,2,2.0,128.0
Koramangala,1320.0,2,2.0,160.0
Koramangala,1370.0,2,2.0,125.0
Koramangala,1100.0,2,2.0,85.0
Koramangala,1249.0,2,2.0,165.0
Koramangala,1200.0,2,2.0,100.0
Koramangala,2223.0,3,3.0,300.0
Koramangala,1744.0,3,4.0,210.0
Koramangala,1866.0,3,4.0,245.0
Koramangala,1320.0,2,2.0,160.0
Koramangala,1350.0,2,2.0,103.0
Koramangala,6000.0,4,4.0,625.0
Koramangala,1320.0,2,2.0,160.0
Koramangala,1710.0,3,3.0,210.0
Koramangala,1355.0,2,2.0,95.0
Koramangala,1600.0,3,3.0,170.0
Koramangala,1260.0,2,2.0,100.0
Kothannur,1206.0,2,2.0,48.23
Kothannur,1100.0,2,2.0,40.0
Kothannur,1197.0,2,2.0,47.88
Kothannur,1197.0,2,2.0,47.8
Kothannur,1070.0,2,2.0,42.79
Kothannur,1070.0,2,2.0,38.6
Kothannur,1485.0,3,2.0,59.4
Kothannur,1215.0,3,2.0,48.6
Kothannur,1404.0,3,2.0,56.15
Kothanur,1200.0,2,2.0,51.0
Kothanur,2400.0,3,2.0,150.0
Kothanur,1828.0,3,3.0,110.0
Kothanur,1186.0,2,2.0,58.0
Kothanur,1847.0,3,3.0,105.0
Kothanur,9600.0,5,5.0,550.0
Kothanur,1435.0,3,3.0,70.0
Kothanur,1187.0,2,2.0,58.0
Kothanur,1847.0,3,3.0,110.0
Kothanur,1460.0,3,3.0,71.0
Kothanur,1185.0,2,2.0,59.0
Kothanur,1436.0,3,3.0,70.0
Kothanur,1462.0,3,3.0,71.0
Kothanur,1790.0,3,3.0,105.0
Kothanur,1070.0,2,2.0,45.5
Kothanur,1145.0,2,2.0,56.0
Kothanur,3401.0,4,5.0,230.0
Kothanur,1455.0,2,2.0,69.0
Kothanur,627.0,1,1.0,30.0
Kothanur,1302.0,2,2.0,68.5
Kothanur,1760.0,3,3.0,111.0
Kothanur,1185.0,2,2.0,58.0
Kothanur,1500.0,1,1.0,75.0
Kothanur,1075.0,2,2.0,53.0
Kothanur,1790.0,3,3.0,97.0
Kothanur,2700.0,4,4.0,175.0
Kothanur,1786.0,3,2.0,106.0
Kothanur,1787.0,3,3.0,107.0
Kothanur,1141.0,2,2.0,54.0
Kothanur,1760.0,3,3.0,110.0
Kothanur,1160.0,2,2.0,57.0
Kothanur,1095.0,2,2.0,55.0
Kothanur,1142.0,2,2.0,56.0
Kothanur,1074.0,2,2.0,54.0
Kothanur,1285.0,2,2.0,60.0
Kothanur,1075.0,2,2.0,53.0
Kothanur,1140.0,2,2.0,56.0
Kothanur,1400.0,2,2.0,70.0
Kothanur,1140.0,2,2.0,56.0
Kothanur,1787.0,3,3.0,120.0
Kothanur,1185.0,2,2.0,59.0
Kothanur,1790.0,3,3.0,105.0
Kothanur,1130.0,2,2.0,55.0
Kothanur,1094.0,2,2.0,54.0
Kothanur,1170.0,3,3.0,80.0
Kothanur,1400.0,2,2.0,65.0
Kothanur,1195.0,2,2.0,59.0
Kothanur,1790.0,3,3.0,120.0
Kothanur,1454.0,3,3.0,71.5
Kudlu,1152.0,2,2.0,53.5
Kudlu,1027.0,2,2.0,43.0
Kudlu,1092.0,2,2.0,44.0
Kudlu,1027.0,2,2.0,43.0
Kudlu,1092.0,2,2.0,44.0
Kudlu,1143.0,2,2.0,55.0
Kudlu,1024.0,2,2.0,44.0
Kudlu,1600.0,3,3.0,79.0
Kudlu,1027.0,2,2.0,42.0
Kudlu,1076.0,2,2.0,50.0
Kudlu,1027.0,2,2.0,44.0
Kudlu,1084.0,2,2.0,53.0
Kudlu,1300.0,2,2.0,56.0
Kudlu,1027.0,2,2.0,44.0
Kudlu,1245.0,3,2.0,60.0
Kudlu,1027.0,2,2.0,44.0
Kudlu,1110.0,2,2.0,46.0
Kudlu,2100.0,4,3.0,114.0
Kudlu,1027.0,2,2.0,44.0
Kudlu,720.0,1,1.0,33.0
Kudlu,1027.0,2,2.0,44.0
Kudlu,1162.0,2,2.0,52.0
Kudlu,1041.0,2,2.0,53.0
Kudlu Gate,1535.0,3,3.0,83.0
Kudlu Gate,1535.0,3,3.0,85.0
Kudlu Gate,1535.0,3,3.0,86.0
Kudlu Gate,1564.0,3,2.0,92.0
Kudlu Gate,1238.0,2,2.0,55.0
Kudlu Gate,1335.0,3,3.0,89.0
Kudlu Gate,703.0,1,1.0,52.0
Kudlu Gate,1535.0,3,3.0,86.0
Kudlu Gate,1532.0,3,3.0,83.0
Kudlu Gate,1113.0,2,2.0,50.0
Kudlu Gate,1185.0,2,2.0,50.0
Kudlu Gate,1215.0,2,2.0,45.0
Kudlu Gate,812.0,2,2.0,38.25
Kudlu Gate,1547.0,2,2.0,103.0
Kudlu Gate,1336.0,2,2.0,86.0
Kudlu Gate,1919.0,3,3.0,121.0
Kudlu Gate,1464.0,2,3.0,56.0
Kudlu Gate,1535.0,3,3.0,85.0
Kudlu Gate,1850.0,3,3.0,120.0
Kudlu Gate,940.0,2,2.0,69.57
Kudlu Gate,1215.0,2,2.0,44.96
Kudlu Gate,1164.0,2,2.0,75.0
Kudlu Gate,3850.0,4,6.0,205.0
Kudlu Gate,1183.0,2,2.0,79.54
Kudlu Gate,1850.0,3,3.0,110.0
Kudlu Gate,1183.0,2,2.0,79.54
Kudlu Gate,1200.0,2,2.0,44.4
Kudlu Gate,1310.0,2,2.0,53.0
Kumaraswami Layout,2000.0,4,4.0,139.0
Kumaraswami Layout,1000.0,2,2.0,48.5
Kumaraswami Layout,1000.0,2,2.0,58.0
Kumaraswami Layout,2400.0,7,7.0,125.0
Kumaraswami Layout,2400.0,3,2.0,125.0
Kumaraswami Layout,1310.0,3,2.0,70.0
Kumaraswami Layout,850.0,1,1.0,78.0
Kumaraswami Layout,3200.0,7,7.0,150.0
Kumaraswami Layout,1310.0,3,2.0,85.0
Kumaraswami Layout,2450.0,4,3.0,110.0
Kumaraswami Layout,3100.0,7,7.0,145.0
Kumaraswami Layout,1200.0,3,3.0,75.0
Kumaraswami Layout,1081.0,2,2.0,60.0
Kundalahalli,1724.0,3,3.0,125.0
Kundalahalli,1030.0,2,2.0,49.0
Kundalahalli,735.0,2,2.0,57.99
Kundalahalli,1047.0,2,2.0,82.0
Kundalahalli,1397.0,3,3.0,105.0
Kundalahalli,1724.0,3,3.0,127.0
Kundalahalli,1010.0,2,2.0,49.27
Kundalahalli,1397.0,3,3.0,110.0
Kundalahalli,1397.0,3,3.0,104.0
Kundalahalli,1397.0,3,3.0,108.0
Kundalahalli,1920.0,3,3.0,150.0
Kundalahalli,1397.0,3,3.0,105.0
Kundalahalli,1724.0,3,3.0,124.0
Kundalahalli,1047.0,2,2.0,84.0
Kundalahalli,1047.0,2,2.0,83.0
Kundalahalli,7000.0,4,4.0,550.0
Kundalahalli,1120.0,2,2.0,53.76
Kundalahalli,1047.0,2,2.0,82.62
Kundalahalli,1047.0,2,2.0,91.0
Kundalahalli,1724.0,3,3.0,146.0
Kundalahalli,1600.0,3,3.0,170.0
Kundalahalli,1724.0,3,3.0,125.0
Kundalahalli,1010.0,2,2.0,48.27
Kundalahalli,1047.0,2,2.0,89.0
Kundalahalli,2500.0,4,5.0,245.0
Kundalahalli,1397.0,3,3.0,105.0
Kundalahalli,1047.0,2,2.0,72.0
Kundalahalli,1260.0,2,2.0,58.0
Kundalahalli,3092.0,4,4.0,230.0
Kundalahalli,1065.0,2,2.0,70.0
Kundalahalli,1724.0,3,3.0,146.0
Kundalahalli,1047.0,2,2.0,91.0
Kundalahalli,1724.0,3,3.0,128.0
Kundalahalli,1315.0,2,2.0,74.0
Kundalahalli,2100.0,3,3.0,150.0
Kundalahalli,1724.0,3,3.0,125.0
Kundalahalli,1724.0,3,3.0,140.0
Kundalahalli,1175.0,2,2.0,65.0
LB Shastri Nagar,1043.0,2,2.0,55.0
LB Shastri Nagar,1184.0,2,2.0,69.0
LB Shastri Nagar,665.0,1,1.0,32.0
LB Shastri Nagar,1250.0,2,2.0,48.5
LB Shastri Nagar,1400.0,3,2.0,80.0
LB Shastri Nagar,1184.0,2,2.0,62.0
LB Shastri Nagar,1200.0,2,2.0,47.0
LB Shastri Nagar,1200.0,2,2.0,75.0
LB Shastri Nagar,1000.0,2,2.0,49.5
Lakshminarayana Pura,1185.0,2,2.0,75.0
Lakshminarayana Pura,1600.0,3,2.0,108.0
Lakshminarayana Pura,1180.0,2,2.0,75.0
Lakshminarayana Pura,1172.0,2,2.0,82.0
Lakshminarayana Pura,1179.0,2,2.0,75.0
Lakshminarayana Pura,1149.0,2,2.0,75.0
Lakshminarayana Pura,1336.0,2,2.0,100.0
Lakshminarayana Pura,1175.0,2,2.0,75.0
Lakshminarayana Pura,1190.0,2,2.0,75.0
Lakshminarayana Pura,1200.0,2,2.0,75.0
Lakshminarayana Pura,1200.0,2,2.0,75.0
Lakshminarayana Pura,1165.0,2,2.0,75.0
Lakshminarayana Pura,1145.0,2,2.0,75.0
Lakshminarayana Pura,1500.0,3,3.0,104.0
Lakshminarayana Pura,1210.0,2,2.0,75.0
Lakshminarayana Pura,1169.0,2,2.0,75.0
Lakshminarayana Pura,1200.0,2,2.0,75.0
Lakshminarayana Pura,1172.0,2,2.0,75.0
Lakshminarayana Pura,1172.0,2,2.0,75.0
Lakshminarayana Pura,1180.0,2,2.0,75.0
Lakshminarayana Pura,1200.0,2,2.0,83.0
Lakshminarayana Pura,1200.0,2,2.0,80.0
Lakshminarayana Pura,1195.0,2,2.0,75.0
Lakshminarayana Pura,1200.0,2,2.0,80.0
Lingadheeranahalli,1521.0,3,3.0,95.0
Lingadheeranahalli,1511.0,3,3.0,95.0
Lingadheeranahalli,1683.0,3,3.0,109.0
Lingadheeranahalli,1519.0,3,3.0,93.0
Lingadheeranahalli,1521.0,3,3.0,94.99
Lingadheeranahalli,1682.0,3,3.0,120.0
Lingadheeranahalli,1521.0,3,3.0,94.71
Lingadheeranahalli,1893.0,3,3.0,130.0
Lingadheeranahalli,1705.0,3,3.0,110.0
Lingadheeranahalli,2245.0,4,4.0,154.0
Lingadheeranahalli,1682.0,3,3.0,113.0
Lingadheeranahalli,1682.0,3,3.0,114.0
Lingadheeranahalli,1506.0,3,3.0,95.0
Lingadheeranahalli,1683.0,3,3.0,110.0
Lingadheeranahalli,1684.0,3,3.0,120.0
Lingadheeranahalli,2236.0,4,4.0,153.0
Lingadheeranahalli,1894.0,3,4.0,114.0
Lingadheeranahalli,2240.0,4,4.0,160.0
Magadi Road,3600.0,6,6.0,141.0
Magadi Road,1116.0,2,2.0,50.0
Magadi Road,884.0,2,2.0,41.1
Magadi Road,1005.0,2,2.0,55.78
Magadi Road,1000.0,2,2.0,46.5
Magadi Road,1500.0,4,2.0,93.0
Magadi Road,1345.0,2,2.0,55.0
Magadi Road,5000.0,5,6.0,360.0
Magadi Road,1116.0,2,2.0,51.89
Magadi Road,1052.0,3,2.0,60.0
Magadi Road,940.0,2,2.0,50.0
Magadi Road,1318.0,3,2.0,68.0
Magadi Road,884.0,2,2.0,48.0
Mahadevpura,1150.0,2,2.0,52.0
Mahadevpura,1250.0,2,2.0,52.0
Mahadevpura,1260.0,2,2.0,57.6
Mahadevpura,730.0,1,1.0,35.0
Mahadevpura,1434.0,3,2.0,67.39
Mahadevpura,1146.0,2,2.0,53.8
Mahadevpura,1532.0,2,2.0,62.0
Mahadevpura,1620.0,3,2.0,76.0
Mahadevpura,1136.0,2,2.0,64.5
Mahadevpura,1400.0,3,2.0,65.8
Mahadevpura,1137.0,2,2.0,53.4
Mahadevpura,1601.0,3,3.0,95.0
Mahadevpura,1450.0,3,3.0,75.0
Mahadevpura,1152.0,2,2.0,54.0
Mahadevpura,1212.0,2,2.0,56.9
Mahadevpura,1505.0,3,3.0,78.0
Mahadevpura,1500.0,3,2.0,70.0
Mahadevpura,1236.0,2,2.0,58.0
Mahadevpura,1236.0,2,2.0,58.0
Mahadevpura,1120.0,2,2.0,53.0
Mallasandra,1665.0,3,3.0,95.0
Mallasandra,1665.0,3,3.0,86.58
Mallasandra,1340.0,2,2.0,61.0
Mallasandra,1325.0,2,2.0,70.0
Mallasandra,1665.0,3,3.0,86.91
Mallasandra,1325.0,2,2.0,70.0
Mallasandra,905.0,2,2.0,40.0
Mallasandra,1325.0,2,2.0,65.0
Mallasandra,1325.0,2,2.0,73.0
Mallasandra,1565.0,2,2.0,69.0
Mallasandra,905.0,2,2.0,35.0
Mallasandra,1100.0,3,2.0,76.3
Malleshpalya,1140.0,2,2.0,46.5
Malleshpalya,1225.0,2,2.0,46.86
Malleshpalya,1052.0,2,2.0,50.0
Malleshpalya,1405.0,3,2.0,77.0
Malleshpalya,1065.0,2,2.0,50.0
Malleshpalya,1210.0,2,2.0,55.0
Malleshpalya,1060.0,2,2.0,40.0
Malleshpalya,1430.0,3,2.0,69.5
Malleshpalya,1421.0,2,2.0,90.0
Malleshpalya,1245.0,2,2.0,55.0
Malleshpalya,1200.0,2,2.0,46.0
Malleshpalya,1225.0,2,2.0,52.0
Malleshwaram,705.0,1,1.0,67.0
Malleshwaram,12000.0,7,7.0,2200.0
Malleshwaram,2500.0,4,5.0,325.0
Malleshwaram,2006.0,3,3.0,297.0
Malleshwaram,686.0,1,1.0,62.5
Malleshwaram,2475.0,3,4.0,332.0
Malleshwaram,2610.0,3,3.0,399.0
Malleshwaram,2475.0,3,4.0,320.0
Malleshwaram,900.0,2,2.0,95.0
Malleshwaram,1420.0,2,2.0,158.0
Malleshwaram,2000.0,3,3.0,250.0
Malleshwaram,2215.0,3,3.0,275.0
Malleshwaram,2475.0,3,4.0,300.0
Malleshwaram,2215.0,3,4.0,310.0
Malleshwaram,480.0,1,1.0,60.0
Malleshwaram,1290.0,2,2.0,120.0
Malleshwaram,2475.0,3,4.0,326.0
Malleshwaram,2476.0,3,3.0,337.0
Malleshwaram,900.0,2,2.0,90.0
Malleshwaram,2050.0,3,4.0,270.0
Malleshwaram,900.0,2,2.0,72.0
Malleshwaram,620.0,1,1.0,86.8
Malleshwaram,600.0,2,1.0,68.0
Malleshwaram,2475.0,3,4.0,337.0
Malleshwaram,2215.0,3,3.0,275.0
Malleshwaram,2215.0,3,3.0,330.0
Malleshwaram,1020.0,2,2.0,80.0
Malleshwaram,600.0,2,1.0,90.0
Malleshwaram,2200.0,3,3.0,275.0
Malleshwaram,2475.0,3,4.0,326.0
Malleshwaram,1500.0,2,2.0,140.0
Malleshwaram,2475.0,3,4.0,340.0
Malleshwaram,1400.0,2,2.0,190.0
Malleshwaram,2475.0,3,4.0,300.0
Malleshwaram,2400.0,3,3.0,380.0
Malleshwaram,580.0,1,1.0,45.0
Malleshwaram,1410.0,2,2.0,125.0
Marathahalli,1220.0,2,2.0,57.0
Marathahalli,1200.0,2,2.0,52.0
Marathahalli,1200.0,2,2.0,60.0
Marathahalli,1933.0,3,3.0,140.0
Marathahalli,950.0,2,2.0,46.96
Marathahalli,1230.0,2,2.0,80.0
Marathahalli,3800.0,4,4.0,250.0
Marathahalli,1019.0,2,2.0,49.85
Marathahalli,1215.0,2,2.0,67.0
Marathahalli,2181.0,4,3.0,152.0
Marathahalli,1170.0,2,2.0,53.0
Marathahalli,1019.0,2,2.0,49.86
Marathahalli,1325.0,2,2.0,71.55
Marathahalli,1220.0,2,2.0,56.5
Marathahalli,1152.0,2,2.0,56.0
Marathahalli,1610.0,3,3.0,90.0
Marathahalli,1146.0,2,2.0,70.0
Marathahalli,1469.0,3,3.0,89.0
Marathahalli,2519.0,4,5.0,185.0
Marathahalli,957.0,2,2.0,46.9
Marathahalli,1583.0,3,3.0,105.0
Marathahalli,2524.0,4,5.0,190.0
Marathahalli,1071.0,2,2.0,52.25
Marathahalli,1215.0,2,2.0,58.86
Marathahalli,1102.0,2,2.0,53.67
Marathahalli,1900.0,3,3.0,123.0
Marathahalli,1045.0,2,2.0,60.0
Marathahalli,1215.0,2,2.0,58.86
Marathahalli,1365.0,2,2.0,73.0
Marathahalli,1208.0,2,2.0,70.0
Marathahalli,1325.0,2,1.0,92.0
Marathahalli,1525.0,3,3.0,90.0
Marathahalli,1937.0,3,3.0,140.0
Marathahalli,1550.0,3,3.0,83.0
Marathahalli,1350.0,2,2.0,86.0
Marathahalli,957.0,2,2.0,47.0
Marathahalli,1230.0,2,2.0,57.0
Marathahalli,1200.0,2,2.0,58.0
Marathahalli,607.0,1,1.0,35.0
Marathahalli,1583.0,3,3.0,109.0
Marathahalli,1075.0,2,2.0,52.43
Marathahalli,1360.0,2,2.0,103.0
Marathahalli,1220.0,2,2.0,58.5
Marathahalli,950.0,2,2.0,45.68
Marathahalli,615.0,1,1.0,44.0
Marathahalli,1595.0,3,3.0,90.0
Marathahalli,1350.0,2,2.0,89.0
Marathahalli,1020.0,2,2.0,57.0
Marathahalli,1600.0,2,3.0,88.0
Marathahalli,780.0,1,1.0,55.0
Marathahalli,1710.0,3,3.0,100.0
Marathahalli,1358.0,2,2.0,81.0
Marathahalli,1205.0,2,2.0,75.0
Marathahalli,1730.0,3,3.0,110.0
Marathahalli,1583.0,3,3.0,115.0
Marathahalli,1200.0,2,2.0,67.0
Marathahalli,1095.0,2,2.0,60.0
Marathahalli,1060.0,2,2.0,48.0
Marathahalli,1050.0,2,2.0,65.0
Marathahalli,1102.0,2,2.0,53.67
Marathahalli,1026.0,2,2.0,49.95
Marathahalli,1220.0,2,2.0,59.0
Marathahalli,881.0,2,2.0,48.06
Marathahalli,1710.0,3,3.0,100.0
Marathahalli,1680.0,3,3.0,105.0
Marathahalli,1910.0,3,3.0,119.0
Marathahalli,1602.0,2,2.0,104.0
Marathahalli,700.0,1,1.0,38.0
Marathahalli,1469.0,3,3.0,89.0
Marathahalli,1690.0,3,3.0,116.0
Marathahalli,1065.0,2,2.0,55.0
Marathahalli,1693.0,3,3.0,125.0
Marathahalli,1693.0,3,3.0,125.0
Marathahalli,1196.0,2,2.0,57.9
Marathahalli,1595.0,3,3.0,88.0
Marathahalli,2122.0,3,3.0,125.0
Marathahalli,1730.0,3,3.0,115.0
Marathahalli,1125.0,2,2.0,55.0
Marathahalli,1950.0,3,3.0,115.0
Marathahalli,1250.0,2,2.0,68.0
Marathahalli,1125.0,2,2.0,56.8
Marathahalli,1350.0,2,2.0,90.0
Marathahalli,1200.0,2,2.0,53.0
Marathahalli,2500.0,4,5.0,175.0
Marathahalli,957.0,2,2.0,47.0
Marathahalli,1350.0,2,2.0,60.0
Marathahalli,3400.0,4,4.0,235.0
Marathahalli,1350.0,2,2.0,99.0
Marathahalli,1285.0,2,2.0,55.0
Marathahalli,2500.0,4,5.0,181.0
Marathahalli,3800.0,4,4.0,235.0
Marathahalli,3951.0,4,4.0,230.0
Marathahalli,1125.0,2,2.0,54.8
Marathahalli,1700.0,3,3.0,126.0
Marathahalli,1270.0,2,2.0,73.0
Marathahalli,950.0,2,2.0,46.7
Marathahalli,1550.0,3,3.0,85.0
Marathahalli,1019.0,2,2.0,49.86
Marathahalli,1144.0,2,2.0,65.0
Marathahalli,1240.0,2,2.0,55.0
Marathahalli,1100.0,1,2.0,75.0
Marathahalli,1156.0,2,2.0,52.0
Marathahalli,2524.0,4,5.0,180.0
Marathahalli,1135.0,2,2.0,60.0
Marathahalli,1839.0,3,3.0,130.0
Marathahalli,1170.0,2,2.0,85.0
Marathahalli,1102.0,2,2.0,53.67
Marathahalli,1108.0,3,2.0,60.0
Marathahalli,1449.0,3,3.0,110.0
Marathahalli,1360.0,2,2.0,101.0
Marathahalli,1026.0,2,2.0,50.18
Marathahalli,1270.0,2,2.0,80.0
Marathahalli,1100.0,2,2.0,50.0
Marathahalli,1196.0,2,2.0,57.95
Marathahalli,1485.0,3,2.0,90.0
Marathahalli,1146.0,2,2.0,69.0
Margondanahalli,1090.0,2,2.0,58.0
Margondanahalli,1200.0,2,2.0,58.5
Margondanahalli,1200.0,2,2.0,67.0
Margondanahalli,1000.0,2,2.0,57.0
Margondanahalli,600.0,2,2.0,35.0
Margondanahalli,1200.0,2,2.0,69.0
Margondanahalli,900.0,2,2.0,49.0
Margondanahalli,1140.0,2,2.0,60.0
Margondanahalli,1100.0,2,2.0,55.0
Margondanahalli,1152.0,2,1.0,66.0
Margondanahalli,1200.0,2,2.0,65.0
Margondanahalli,1050.0,2,2.0,58.0
Margondanahalli,1160.0,2,2.0,65.0
Margondanahalli,1334.0,2,2.0,67.76
Mico Layout,5000.0,9,9.0,210.0
Mico Layout,1550.0,3,2.0,65.0
Mico Layout,1125.0,2,2.0,40.0
Mico Layout,1190.0,2,2.0,39.25
Mico Layout,800.0,1,1.0,29.5
Mico Layout,1250.0,3,2.0,44.0
Mico Layout,1171.0,2,2.0,39.0
Mico Layout,1200.0,2,2.0,53.5
Mico Layout,1670.0,3,3.0,59.0
Mico Layout,1140.0,2,2.0,43.0
Munnekollal,1170.0,2,2.0,52.0
Munnekollal,1102.0,2,2.0,53.67
Munnekollal,1390.0,3,3.0,68.0
Munnekollal,1200.0,2,2.0,49.5
Munnekollal,950.0,2,2.0,46.5
Munnekollal,1560.0,3,3.0,75.0
Munnekollal,1750.0,3,3.0,86.5
Munnekollal,1385.0,3,2.0,66.5
Munnekollal,1080.0,2,2.0,45.0
Munnekollal,1170.0,2,2.0,59.0
Munnekollal,1200.0,3,2.0,57.9
Munnekollal,1030.0,2,2.0,50.36
Murugeshpalya,1296.0,2,2.0,81.0
Murugeshpalya,1550.0,3,3.0,74.0
Murugeshpalya,1845.0,3,3.0,91.0
Murugeshpalya,1185.0,2,2.0,85.0
Murugeshpalya,1225.0,2,2.0,48.0
Murugeshpalya,1930.0,3,3.0,75.0
Murugeshpalya,1600.0,3,2.0,65.0
Murugeshpalya,1344.0,3,2.0,56.0
Murugeshpalya,1500.0,3,2.0,70.0
Murugeshpalya,1855.0,3,3.0,96.0
Murugeshpalya,1175.0,2,2.0,75.0
Mysore Road,1175.0,2,2.0,73.5
Mysore Road,1710.0,3,4.0,91.31
Mysore Road,1020.0,2,2.0,48.95
Mysore Road,1175.0,2,2.0,73.5
Mysore Road,1070.0,2,2.0,45.0
Mysore Road,1239.0,2,2.0,53.0
Mysore Road,1060.0,2,2.0,62.0
Mysore Road,980.0,2,2.0,45.47
Mysore Road,883.0,2,2.0,40.0
Mysore Road,1525.0,3,3.0,96.0
Mysore Road,1200.0,2,2.0,65.0
Mysore Road,883.0,2,2.0,40.95
Mysore Road,1070.0,2,2.0,49.65
Mysore Road,883.0,2,2.0,50.0
Mysore Road,1155.0,2,2.0,51.0
Mysore Road,1003.0,2,2.0,43.0
Mysore Road,1237.0,2,2.0,73.0
Mysore Road,883.0,2,2.0,45.0
Mysore Road,1170.0,2,2.0,65.0
Mysore Road,1029.5,2,2.0,50.855
Mysore Road,940.0,2,2.0,43.61
Mysore Road,1020.0,2,2.0,48.95
Mysore Road,1568.0,3,2.0,100.0
Mysore Road,1175.0,2,2.0,70.5
Mysore Road,1080.0,3,2.0,60.0
Mysore Road,883.0,2,2.0,37.0
NGR Layout,1020.0,2,2.0,45.9
NGR Layout,1105.0,2,2.0,49.73
NGR Layout,1022.0,2,2.0,45.9
NGR Layout,1020.0,2,2.0,45.0
NGR Layout,1019.0,2,2.0,45.9
NGR Layout,1020.0,2,2.0,46.0
NGR Layout,1021.0,2,2.0,46.0
NGR Layout,1021.0,2,2.0,45.9
NRI Layout,1565.0,3,2.0,75.0
NRI Layout,2500.0,5,5.0,130.0
NRI Layout,1125.0,2,2.0,45.56
NRI Layout,2150.0,4,4.0,115.0
NRI Layout,1250.0,2,2.0,75.0
NRI Layout,1789.0,3,3.0,75.0
NRI Layout,1731.0,3,3.0,64.11
NRI Layout,2400.0,2,2.0,125.0
Nagarbhavi,1350.0,3,3.0,150.0
Nagarbhavi,1200.0,2,2.0,150.0
Nagarbhavi,2400.0,3,3.0,160.0
Nagarbhavi,884.0,1,2.0,36.0
Nagarbhavi,1055.0,2,2.0,55.0
Nagarbhavi,1223.0,2,2.0,60.0
Nagarbhavi,956.0,2,2.0,49.0
Nagarbhavi,1200.0,2,2.0,150.0
Nagarbhavi,1145.0,2,2.0,40.0
Nagarbhavi,300.0,1,1.0,20.0
Nagarbhavi,1250.0,4,3.0,175.0
Nagarbhavi,710.0,1,2.0,40.0
Nagarbhavi,1212.0,2,2.0,50.0
Nagarbhavi,1020.0,2,2.0,55.0
Nagarbhavi,1120.0,2,2.0,53.0
Nagarbhavi,1146.0,2,2.0,50.0
Nagarbhavi,1190.0,2,2.0,63.0
Nagarbhavi,1050.0,2,2.0,80.0
Nagarbhavi,2500.0,5,3.0,180.0
Nagarbhavi,1250.0,2,3.0,170.0
Nagarbhavi,1400.0,3,2.0,135.0
Nagarbhavi,1100.0,2,2.0,46.2
Nagarbhavi,1080.0,2,2.0,49.0
Nagarbhavi,1800.0,4,3.0,180.0
Nagarbhavi,1225.0,2,2.0,58.0
Nagavara,400.0,1,1.0,14.0
Nagavara,2172.65,4,3.0,120.0
Nagavara,2319.0,3,3.0,180.0
Nagavara,2430.0,3,4.0,180.0
Nagavara,936.0,2,2.0,40.2
Nagavara,1125.0,2,2.0,44.5
Nagavara,1315.0,2,2.0,70.0
Nagavara,1077.0,2,2.0,50.0
Nagavara,2496.0,4,4.0,125.0
Nagavara,1110.0,2,2.0,44.95
Nagavara,1247.0,2,2.0,58.56
Nagavarapalya,1392.0,2,2.0,99.0
Nagavarapalya,705.0,1,1.0,52.5
Nagavarapalya,1300.0,3,3.0,80.0
Nagavarapalya,705.0,1,1.0,57.0
Nagavarapalya,705.0,1,1.0,55.0
Nagavarapalya,705.0,1,1.0,57.0
Nagavarapalya,1335.0,2,2.0,110.0
Nagavarapalya,1260.0,2,2.0,85.5
Narayanapura,1308.0,2,2.0,89.04
Narayanapura,1566.0,3,3.0,83.3
Narayanapura,1485.0,3,3.0,85.0
Narayanapura,1302.0,2,2.0,69.1
Narayanapura,1308.0,2,2.0,89.04
Narayanapura,2357.0,3,3.0,135.0
Narayanapura,2357.0,3,3.0,135.0
Narayanapura,1469.0,2,2.0,99.14
Neeladri Nagar,1053.0,2,2.0,45.0
Neeladri Nagar,1363.0,2,2.0,68.0
Neeladri Nagar,2556.0,3,3.0,133.0
Neeladri Nagar,674.0,1,1.0,21.0
Neeladri Nagar,527.0,1,1.0,26.0
Neeladri Nagar,1167.0,3,2.0,38.0
Neeladri Nagar,1060.0,2,2.0,35.0
Neeladri Nagar,640.0,1,1.0,20.5
Neeladri Nagar,4000.0,10,12.0,160.0
Neeladri Nagar,1105.0,2,2.0,30.0
Neeladri Nagar,1100.0,2,2.0,30.0
Neeladri Nagar,2111.0,3,3.0,103.0
Nehru Nagar,1775.0,3,3.0,110.0
Nehru Nagar,2363.0,4,5.0,120.0
Nehru Nagar,2342.0,4,3.0,115.0
Nehru Nagar,967.0,2,2.0,41.1
Nehru Nagar,1374.0,3,3.0,72.0
Nehru Nagar,1674.0,3,3.0,90.0
Nehru Nagar,1269.0,3,2.0,63.0
Nehru Nagar,1100.0,2,2.0,50.0
